HRHHID,OCCURNUM,YYYYMM,PEEDUCA,PEMARITL,PESEX,PRTAGE,PRTFAGE,PERACE,GTCMSA,GESTCEN,PTERNWA,PRVEL,PES3,PES4,PES5,PES6,PES7,PWSSWGT,PWORWGT
003652933067,3,199411,-1,-1,1,10,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,352.7061,0.0000
003652933067,4,199411,-1,-1,1,6,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,484.3605,0.0000
260390750336,1,199411,43,1,2,45,0,1,-1,94,21474836.47,2,-9,-9,-9,-9,-9,394.1512,0.0000
260390750336,2,199411,44,1,1,37,0,1,-1,94,21474836.47,2,-9,-9,-9,-9,-9,368.2742,0.0000
260390750336,3,199411,-1,-1,2,11,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,310.5080,0.0000
260390750336,4,199411,35,6,2,16,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,411.6893,0.0000
563403009726,1,199411,43,1,1,54,0,3,-1,94,21474836.47,1,1,-9,5,5,2,378.8783,0.0000
563403009726,2,199411,39,1,2,46,0,3,-1,94,21474836.47,1,1,-9,5,5,1,344.3858,0.0000
563403009726,3,199411,-1,-1,2,14,0,3,-1,94,21474836.47,3,-1,-1,-1,-1,-1,213.8535,0.0000
746930506203,1,199411,40,1,1,32,0,1,-1,94,21474836.47,1,1,-9,4,4,2,510.2500,0.0000
746930506203,2,199411,40,1,2,23,0,1,-1,94,21474836.47,1,1,-9,4,4,1,453.6407,0.0000
746930506203,3,199411,-1,-1,1,0,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,326.3249,0.0000
004652933067,1,199411,35,1,2,52,0,3,-1,94,21474836.47,1,1,-9,2,6,2,344.3858,0.0000
004652933067,2,199411,41,1,1,51,0,1,-1,94,21474836.47,1,1,-9,2,6,1,400.7682,0.0000
509190621944,1,199411,42,1,1,46,0,1,-1,94,1153.84,1,1,-9,1,6,1,310.4183,1250.9749
509190621944,2,199411,43,1,2,43,0,3,-1,94,1125.00,1,1,-9,1,5,2,209.3401,838.6226
005941969124,1,199411,43,1,1,64,0,1,-1,94,1605.76,1,1,-9,4,6,1,293.2127,1180.3397
005941969124,2,199411,44,1,2,67,0,1,-1,94,21474836.47,1,2,1,-9,6,2,260.1132,1044.1921
241149590096,1,199411,43,1,1,45,0,1,-1,94,1125.00,1,1,-9,3,2,1,310.4183,1250.9749
241149590096,2,199411,39,1,2,39,0,3,-1,94,21474836.47,1,1,-9,3,2,2,209.3401,837.8870
241149590096,3,199411,37,6,1,17,0,3,-1,94,62.50,3,-1,-1,-1,-1,-1,210.1555,819.4097
241149590096,4,199411,36,6,2,16,0,3,-1,94,21474836.47,3,-1,-1,-1,-1,-1,209.3401,976.5876
241149590096,5,199411,-1,-1,1,14,0,3,-1,94,21474836.47,3,-1,-1,-1,-1,-1,292.5874,1170.3496
241149590096,6,199411,-1,-1,1,12,0,3,-1,94,21474836.47,3,-1,-1,-1,-1,-1,177.4223,709.6892
241149590096,7,199411,-1,-1,2,11,0,3,-1,94,21474836.47,3,-1,-1,-1,-1,-1,172.2734,689.0936
011454996209,1,199411,39,6,1,36,0,1,-1,94,1536.00,1,1,-9,5,6,1,326.8960,1315.9436
501604041593,1,199411,39,4,2,33,0,3,-1,94,21474836.47,1,1,-9,2,1,2,146.3907,0.0000
501604041593,2,199411,39,6,1,37,0,3,-1,94,21474836.47,1,1,-9,1,1,1,165.6709,0.0000
560140503941,1,199411,39,1,1,49,0,1,-1,94,21474836.47,1,1,-9,2,6,1,206.7864,0.0000
560140503941,2,199411,40,1,2,48,0,1,-1,94,21474836.47,1,1,-9,2,6,1,191.6309,0.0000
560140503941,3,199411,34,6,2,15,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,268.9622,0.0000
601910434055,1,199411,39,1,2,27,0,1,-1,94,21474836.47,1,1,-9,3,5,1,193.8431,0.0000
601910434055,2,199411,39,1,1,29,0,3,-1,94,21474836.47,1,1,-9,3,5,2,165.6709,0.0000
601910434055,3,199411,-1,-1,2,5,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,200.3953,0.0000
601910434055,4,199411,-1,-1,1,2,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,245.2073,0.0000
006059141435,1,199411,43,1,1,33,0,3,-1,94,21474836.47,1,1,-9,1,2,1,165.6709,0.0000
006059141435,2,199411,41,1,2,28,0,1,-1,94,21474836.47,1,1,-9,1,1,1,193.8431,0.0000
006059141435,3,199411,-1,-1,2,7,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,194.4365,0.0000
006059141435,4,199411,-1,-1,1,5,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,210.1838,0.0000
006059141435,5,199411,-1,-1,1,2,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,245.2073,0.0000
260606962780,1,199411,40,4,1,42,0,1,-1,94,21474836.47,1,1,-9,4,6,2,195.9342,0.0000
260606962780,2,199411,40,4,2,40,0,1,-1,94,21474836.47,1,1,-9,3,6,1,190.4972,0.0000
260606962780,3,199411,-1,-1,2,11,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,220.3127,0.0000
058062190609,1,199411,43,4,2,41,0,1,-1,94,21474836.47,1,2,2,-9,4,2,190.4972,0.0000
058062190609,2,199411,39,4,1,32,0,1,-1,94,21474836.47,1,1,-9,1,4,1,200.7097,0.0000
800056619920,1,199411,39,6,1,27,0,3,-1,94,21474836.47,1,2,2,-9,2,1,165.6709,0.0000
270190201484,1,199411,40,1,1,27,0,1,-1,94,21474836.47,1,1,-9,4,3,1,219.4222,0.0000
270190201484,2,199411,43,1,2,26,0,1,-1,94,21474836.47,1,1,-9,-2,3,2,218.8860,0.0000
053279391908,1,199411,43,1,1,44,0,1,-1,94,21474836.47,1,1,-9,1,6,1,221.2945,0.0000
053279391908,2,199411,39,1,2,39,0,3,-1,94,21474836.47,1,1,-9,2,6,2,190.8768,0.0000
053279391908,3,199411,-1,-1,2,6,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,233.5279,0.0000
829399307105,1,199411,43,1,1,33,0,4,-1,94,21474836.47,3,-1,-1,-1,5,1,195.7279,0.0000
829399307105,2,199411,43,1,2,35,0,4,-1,94,21474836.47,1,1,-9,3,5,2,190.8768,0.0000
829399307105,3,199411,-1,-1,1,6,0,4,-1,94,21474836.47,3,-1,-1,-1,-1,-1,231.1911,0.0000
829399307105,4,199411,-1,-1,1,5,0,4,-1,94,21474836.47,3,-1,-1,-1,-1,-1,179.1624,0.0000
829399307105,5,199411,-1,-1,2,1,0,4,-1,94,21474836.47,3,-1,-1,-1,-1,-1,154.8713,0.0000
139902975380,1,199411,43,1,1,39,0,1,-1,94,21474836.47,1,1,-9,2,3,2,234.1220,0.0000
139902975380,2,199411,39,1,2,34,0,1,-1,94,21474836.47,1,1,-9,1,3,1,227.9757,0.0000
139902975380,3,199411,-1,-1,1,12,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,226.0245,0.0000
139902975380,4,199411,-1,-1,2,7,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,312.3153,0.0000
056774994009,1,199411,39,4,2,62,0,1,-1,94,21474836.47,1,1,-9,1,5,1,217.6072,0.0000
647057099940,1,199411,40,1,1,53,0,1,-1,94,21474836.47,1,2,2,-9,1,1,220.5706,0.0000
647057099940,2,199411,39,1,2,53,0,1,-1,94,21474836.47,1,-2,1,-9,1,2,191.9091,0.0000
974909607405,1,199411,39,1,1,37,0,1,-1,94,21474836.47,1,1,-9,2,6,2,234.1220,0.0000
974909607405,2,199411,39,1,2,36,0,1,-1,94,21474836.47,1,1,-9,1,6,1,242.2645,0.0000
974909607405,3,199411,-1,-1,2,11,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,227.8974,0.0000
974909607405,4,199411,-1,-1,1,6,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,211.2996,0.0000
460407975990,1,199411,40,1,1,26,0,1,-1,94,21474836.47,1,1,-9,2,2,1,209.5994,0.0000
460407975990,2,199411,40,1,2,26,0,1,-1,94,21474836.47,1,1,-9,3,2,2,218.8860,0.0000
460407975990,3,199411,-1,-1,2,4,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,204.3624,0.0000
460407975990,4,199411,-1,-1,1,0,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,234.6301,0.0000
499704069750,1,199411,43,6,1,40,0,1,-1,94,21474836.47,1,1,-9,1,5,1,221.2945,0.0000
699078219830,1,199411,41,3,2,78,0,1,-1,94,21474836.47,1,1,-9,1,5,1,226.2491,0.0000
893129608907,1,199411,43,4,2,55,0,1,-1,94,21474836.47,1,1,-9,3,6,1,263.8819,0.0000
962309987180,1,199411,43,1,1,54,0,1,-1,94,21474836.47,1,1,-9,2,6,2,272.0864,0.0000
962309987180,2,199411,40,1,2,45,0,1,-1,94,21474836.47,1,1,-9,2,5,1,254.0331,0.0000
962309987180,3,199411,43,6,1,32,0,1,-1,94,21474836.47,1,1,-9,-2,2,2,258.9091,0.0000
962309987180,4,199411,43,6,2,22,0,1,-1,94,21474836.47,1,1,-9,-2,2,2,256.5848,0.0000
391809068972,1,199411,46,1,1,63,0,1,-1,94,21474836.47,1,1,-9,2,6,1,286.7667,0.0000
391809068972,2,199411,39,1,2,54,0,1,-1,94,21474836.47,1,1,-9,2,6,1,267.0263,0.0000
391809068972,3,199411,-1,-1,1,14,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,206.6706,0.0000
989890302761,1,199411,39,1,1,54,0,1,-1,94,21474836.47,1,1,-9,1,6,2,272.0864,0.0000
989890302761,2,199411,40,1,2,51,0,1,-1,94,21474836.47,1,1,-9,1,6,1,267.0263,0.0000
808710926993,1,199411,38,3,2,75,0,1,-1,94,21474836.47,1,1,-9,2,5,1,226.2491,0.0000
966709608202,1,199411,39,1,1,42,0,1,-1,94,21474836.47,1,1,-9,3,6,1,270.7329,0.0000
966709608202,2,199411,42,1,2,41,0,1,-1,94,21474836.47,1,1,-9,2,6,1,257.9317,0.0000
966709608202,3,199411,-1,-1,1,11,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,219.6298,0.0000
260606982790,1,199411,43,1,1,60,0,1,-1,94,21474836.47,1,1,-9,1,6,2,248.4411,0.0000
260606982790,2,199411,39,1,2,59,0,1,-1,94,21474836.47,1,1,-9,1,1,1,263.8819,0.0000
697802069620,1,199411,39,4,1,45,0,1,-1,94,21474836.47,1,1,-9,1,6,1,271.7844,0.0000
689920600267,1,199411,44,3,1,71,0,1,-1,94,21474836.47,1,1,-9,1,6,1,266.0099,0.0000
809270206966,1,199411,40,1,2,28,0,1,-1,94,21474836.47,1,1,-9,4,2,1,247.4687,0.0000
809270206966,2,199411,40,1,1,29,0,1,-1,94,21474836.47,1,1,-9,1,2,2,272.1614,0.0000
809270206966,3,199411,-1,-1,2,3,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,205.7238,0.0000
809270206966,4,199411,-1,-1,1,1,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,219.1527,0.0000
008962927606,1,199411,44,1,1,51,0,1,-1,94,21474836.47,1,1,-9,5,4,1,272.0864,0.0000
008962927606,2,199411,43,1,2,45,0,1,-1,94,21474836.47,1,1,-9,1,4,2,254.0331,0.0000
062667890092,1,199411,44,1,1,34,0,1,-1,94,21474836.47,1,1,-9,4,6,1,258.9091,0.0000
062667890092,2,199411,43,1,2,33,0,1,-1,94,21474836.47,1,1,-9,4,6,1,234.6934,0.0000
062667890092,3,199411,-1,-1,1,0,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,226.8113,0.0000
062667890192,1,199411,39,4,1,42,0,1,-1,94,21474836.47,1,-2,-2,-9,6,2,270.7329,0.0000
062667890192,2,199411,40,4,2,30,0,1,-1,94,21474836.47,1,1,-9,3,2,1,234.6934,0.0000
062667890192,3,199411,40,6,1,35,0,1,-1,94,21474836.47,1,1,-9,3,2,2,241.8589,0.0000
126686792009,1,199411,39,1,1,41,0,1,-1,94,21474836.47,1,1,-9,-2,6,2,270.7329,0.0000
126686792009,2,199411,39,1,2,39,0,1,-1,94,21474836.47,1,1,-9,3,6,1,239.0330,0.0000
126686792009,3,199411,39,6,1,19,0,1,-1,94,21474836.47,1,2,1,-9,6,2,319.6917,0.0000
126686792009,4,199411,35,6,2,16,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,255.9958,0.0000
126686792009,5,199411,-1,-1,2,13,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,207.2810,0.0000
626028079961,1,199411,43,4,1,43,0,1,-1,94,21474836.47,1,1,-9,4,6,1,270.7329,0.0000
626028079961,2,199411,-1,-1,1,13,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,204.5116,0.0000
626028079961,3,199411,-1,-1,2,10,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,256.2736,0.0000
626028079961,4,199411,43,5,2,33,0,1,-1,94,21474836.47,1,2,2,-9,2,2,234.6934,0.0000
966709608212,2,199411,43,6,2,27,0,1,-1,94,21474836.47,1,1,-9,3,4,1,247.4687,0.0000
966709608212,5,199411,39,6,1,25,0,1,-1,94,21474836.47,1,1,-9,2,3,1,313.6974,0.0000
966709608212,6,199411,43,6,1,24,0,1,-1,94,21474836.47,1,2,2,-9,2,2,263.3118,0.0000
966709608212,7,199411,39,6,2,22,0,1,-1,94,21474836.47,1,2,2,-9,1,2,256.5848,0.0000
260616982790,1,199411,39,1,1,43,0,1,-1,94,21474836.47,1,1,-9,4,6,1,270.7329,0.0000
260616982790,2,199411,39,1,2,39,0,1,-1,94,21474836.47,1,1,-9,4,6,2,239.0330,0.0000
260616982790,3,199411,37,6,2,17,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,338.6431,0.0000
260616982790,4,199411,-1,-1,1,13,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,204.5116,0.0000
697802169620,1,199411,40,1,2,25,0,1,-1,94,21474836.47,1,1,-9,2,5,2,326.1696,0.0000
697802169620,2,199411,43,1,1,41,0,1,-1,94,21474836.47,1,1,-9,3,6,1,270.7329,0.0000
697802169620,3,199411,-1,-1,2,5,0,2,-1,94,21474836.47,3,-1,-1,-1,-1,-1,212.0083,0.0000
697802169620,4,199411,-1,-1,1,1,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,219.1527,0.0000
001065028053,1,199411,39,1,1,42,0,1,-1,94,1250.00,1,1,-9,4,5,1,396.7187,1597.0200
001065028053,2,199411,39,1,2,35,0,4,-1,94,220.00,1,1,-9,4,4,2,273.3556,1095.0706
001065028053,3,199411,-1,-1,1,11,0,4,-1,94,21474836.47,3,-1,-1,-1,-1,-1,185.8898,743.5592
001065028053,4,199411,-1,-1,2,10,0,4,-1,94,21474836.47,3,-1,-1,-1,-1,-1,185.8898,743.5592
369100079200,1,199411,43,1,1,64,0,1,-1,94,408.46,1,1,-9,2,4,1,452.2345,1820.4884
369100079200,2,199411,43,1,2,61,0,1,-1,94,288.46,1,1,-9,3,4,2,427.5196,1611.7725
369100079200,3,199411,39,6,1,22,0,1,-1,94,236.25,1,1,-9,4,4,2,528.3934,2133.0557
216900300079,1,199411,40,1,1,41,0,1,-1,94,21474836.47,1,1,-9,1,6,2,435.4064,1732.4098
216900300079,2,199411,38,1,2,45,0,1,-1,94,386.00,1,2,2,-9,6,1,407.3963,1596.5137
001630909702,1,199411,34,1,1,45,0,1,-1,94,21474836.47,1,1,-9,2,6,2,480.4843,1826.3798
001630909702,2,199411,38,1,2,38,0,1,-1,94,365.38,1,1,-9,4,6,1,465.7818,1865.9357
001630909702,3,199411,-1,-1,1,12,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,445.2678,1781.0712
001630909702,4,199411,35,6,1,15,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,448.1096,1792.4384
000097230196,1,199411,34,1,1,36,0,1,-1,94,21474836.47,1,2,2,-9,6,2,473.2008,1847.7573
000097230196,2,199411,38,1,2,34,0,1,-1,94,21474836.47,1,2,2,-9,6,1,442.8250,1771.2187
000097230196,3,199411,-1,-1,1,13,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,445.2678,1781.0712
000097230196,4,199411,-1,-1,1,12,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,445.2678,1781.0712
000097230196,5,199411,-1,-1,1,9,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,388.3560,1553.4240
030729190060,1,199411,40,1,1,46,0,1,-1,94,461.53,1,1,-9,3,6,2,480.4843,1936.3349
030729190060,2,199411,40,1,2,44,0,1,-1,94,21474836.47,1,1,-9,1,6,2,441.4223,1765.6082
030729190060,3,199411,-1,-1,1,10,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,399.3973,1597.5892
030729190060,4,199411,-1,-1,2,13,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,345.9366,1383.7464
702001096930,1,199411,40,1,1,34,0,1,-1,94,21474836.47,1,2,2,-9,5,2,449.8082,1709.7761
702001096930,2,199411,38,1,2,36,0,1,-1,94,21474836.47,1,1,-9,1,1,1,465.7818,1863.0417
702001096930,3,199411,36,6,1,17,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,505.9804,2041.1080
702001096930,4,199411,34,6,1,15,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,448.1096,1792.4384
702001096930,5,199411,-1,-1,2,7,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,374.2054,1496.8216
702001096930,6,199411,-1,-1,1,6,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,403.5453,1614.1812
923906701000,1,199411,38,1,1,34,0,1,-1,94,63.00,1,2,2,-9,2,1,449.8082,1828.4283
923906701000,2,199411,38,1,2,33,0,1,-1,94,180.00,1,2,2,-9,2,1,442.8250,1749.7966
923906701000,3,199411,36,6,1,15,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,448.1096,1792.4384
923906701000,4,199411,-1,-1,1,13,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,445.2678,1781.0712
923906701000,5,199411,-1,-1,1,10,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,399.3973,1597.5892
369200079200,1,199411,39,1,1,39,0,1,-1,94,21474836.47,1,1,-9,1,5,2,416.3819,0.0000
369200079200,2,199411,39,1,2,33,0,1,-1,94,21474836.47,1,1,-9,1,5,1,435.9779,0.0000
209090007623,1,199411,39,1,1,47,0,1,-1,94,21474836.47,1,2,2,-9,4,2,435.1589,0.0000
209090007623,2,199411,39,1,2,46,0,1,-1,94,21474836.47,1,2,2,-9,4,1,436.5985,0.0000
923906704000,1,199411,39,3,2,60,0,3,-1,94,21474836.47,1,2,2,-9,6,1,344.3858,0.0000
923906704000,2,199411,35,6,1,16,0,3,-1,94,21474836.47,3,-1,-1,-1,-1,-1,317.7220,0.0000
923906704000,3,199411,35,6,2,15,0,3,-1,94,21474836.47,3,-1,-1,-1,-1,-1,270.3693,0.0000
070302640990,1,199411,43,6,2,43,0,1,-1,94,21474836.47,1,2,2,-9,2,1,446.5468,0.0000
369400079200,1,199411,36,6,2,16,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,308.8840,0.0000
369400079200,2,199411,40,1,2,55,0,1,-1,94,21474836.47,1,1,-9,3,4,1,508.1684,0.0000
369400079200,3,199411,39,1,1,44,0,1,-1,94,21474836.47,1,1,-9,1,3,1,475.7777,0.0000
246900300079,1,199411,39,1,1,38,0,1,-1,94,21474836.47,1,2,2,-9,6,1,465.3274,0.0000
246900300079,2,199411,39,1,2,35,0,1,-1,94,21474836.47,1,2,2,-9,6,1,441.6804,0.0000
246900300079,3,199411,-1,-1,2,14,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,382.8984,0.0000
246900300079,4,199411,35,6,2,15,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,360.4505,0.0000
246900300079,5,199411,-1,-1,1,11,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,362.1699,0.0000
409090007623,1,199411,40,4,2,44,0,1,-1,94,21474836.47,1,1,-9,3,2,1,446.5468,0.0000
409090007623,2,199411,36,6,1,16,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,343.9967,0.0000
004630909702,1,199411,39,6,1,29,0,1,-1,94,21474836.47,1,1,-9,1,3,1,478.0844,0.0000
004630909702,2,199411,38,4,2,32,0,1,-1,94,21474836.47,1,1,-9,1,3,1,457.8200,0.0000
004630909702,3,199411,-1,-1,1,10,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,362.1699,0.0000
004630909702,4,199411,-1,-1,2,7,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,415.0478,0.0000
004630909702,5,199411,-1,-1,1,4,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,426.7621,0.0000
000097230496,1,199411,43,6,2,45,0,1,-1,94,21474836.47,1,1,-9,2,5,1,423.6769,0.0000
000097230496,2,199411,-1,-1,2,11,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,373.1161,0.0000
030729490060,1,199411,40,4,2,33,0,1,-1,94,21474836.47,1,1,-9,1,4,1,457.8200,0.0000
501970684098,1,199411,40,4,2,43,0,1,-1,94,315.00,1,2,2,-9,5,1,302.0263,1209.9263
980614980570,1,199411,43,1,1,43,0,1,-1,94,800.00,2,-9,-9,-9,-9,-9,305.1608,1228.4470
980614980570,2,199411,41,1,2,42,0,1,-1,94,821.45,2,-9,-9,-9,-9,-9,302.0263,1209.9263
980614980570,3,199411,39,6,1,18,0,1,-1,94,21474836.47,2,-9,-9,-9,-9,-9,389.1983,1570.0129
980614980570,4,199411,36,6,1,16,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,366.1814,1477.1635
980614980570,5,199411,-1,-1,1,12,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,234.7512,939.0048
980614980570,6,199411,-1,-1,1,2,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,281.3159,1125.2636
889497510006,1,199411,43,1,1,30,0,1,-1,94,593.07,1,1,-9,4,5,2,315.1012,1280.8569
889497510006,2,199411,40,1,2,28,0,1,-1,94,21474836.47,1,1,-9,1,5,1,269.6011,1078.3549
889497510006,3,199411,-1,-1,2,4,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,303.0785,1212.3140
889497510006,4,199411,-1,-1,2,6,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,192.5065,770.0260
429005179840,1,199411,44,1,1,45,0,1,-1,94,476.30,1,1,-9,3,4,2,340.6901,1372.9692
429005179840,2,199411,39,1,2,40,0,1,-1,94,21474836.47,1,1,-9,3,4,1,331.4797,1325.8579
429005179840,3,199411,37,6,1,16,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,401.8912,1621.2157
429005179840,4,199411,-1,-1,1,2,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,308.7496,1234.9984
894719405200,1,199411,39,1,1,68,0,1,-1,94,21474836.47,2,-9,-9,-9,-9,-9,277.0878,1105.8076
894719405200,2,199411,39,1,2,65,0,1,-1,94,21474836.47,2,-9,-9,-9,-9,-9,285.4792,1146.0208
959980604929,1,199411,39,1,1,60,0,1,-1,94,21474836.47,1,1,-9,1,6,1,269.8237,1076.8179
959980604929,2,199411,39,1,2,68,0,1,-1,94,21474836.47,1,1,-9,1,6,2,329.6790,1323.4554
698605098280,1,199411,39,4,1,52,0,1,-1,94,21474836.47,1,1,-9,1,6,1,196.9057,0.0000
269850600898,1,199411,40,1,1,57,0,1,-1,94,21474836.47,1,1,-9,3,6,1,210.3995,0.0000
269850600898,2,199411,39,1,2,54,0,1,-1,94,21474836.47,1,1,-9,2,6,2,205.7333,0.0000
269850600898,4,199411,40,6,2,21,0,1,-1,94,21474836.47,1,2,1,-9,6,2,225.3552,0.0000
608880509926,1,199411,36,3,2,74,0,1,-1,94,21474836.47,1,1,-9,1,6,1,182.7643,0.0000
006968858902,1,199411,39,1,1,32,0,1,-1,94,21474836.47,1,1,-9,1,6,2,220.2828,0.0000
006968858902,2,199411,39,1,2,31,0,1,-1,94,21474836.47,1,2,2,-9,6,1,204.7445,0.0000
006968858902,3,199411,-1,-1,2,8,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,288.7146,0.0000
800589260689,1,199411,44,1,1,46,0,1,-1,94,21474836.47,1,1,-9,1,6,2,226.9521,0.0000
800589260689,2,199411,43,1,2,51,0,1,-1,94,21474836.47,1,1,-9,2,6,1,205.7333,0.0000
800589260689,3,199411,35,6,2,16,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,274.9479,0.0000
800589260689,4,199411,-1,-1,2,13,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,218.4841,0.0000
800589260689,5,199411,40,6,1,22,0,1,-1,94,21474836.47,1,2,1,-9,6,2,254.2537,0.0000
068928680095,1,199411,39,1,1,32,0,1,-1,94,21474836.47,1,2,2,-9,3,2,220.2828,0.0000
068928680095,2,199411,43,1,2,31,0,1,-1,94,21474836.47,1,1,-9,4,3,1,204.7445,0.0000
068928680095,3,199411,-1,-1,1,11,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,247.1961,0.0000
068928680095,4,199411,-1,-1,1,8,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,249.6234,0.0000
429006179940,1,199411,34,6,1,50,0,1,-1,94,21474836.47,1,1,-9,4,6,1,196.9057,0.0000
693047910100,1,199411,43,1,1,73,0,1,-1,94,21474836.47,1,1,-9,2,4,1,196.6437,0.0000
693047910100,2,199411,39,1,2,64,0,1,-1,94,21474836.47,1,1,-9,2,4,2,257.7470,0.0000
150081270739,1,199411,39,1,1,36,0,1,-1,94,21474836.47,1,2,1,-9,5,2,256.9534,0.0000
150081270739,2,199411,43,1,2,30,0,1,-1,94,21474836.47,1,1,-9,4,5,1,250.2078,0.0000
011277390508,1,199411,39,2,1,25,0,1,-1,94,21474836.47,1,2,2,-9,2,1,230.0394,0.0000
011277390508,2,199411,40,4,2,24,0,1,-1,94,21474836.47,1,2,1,-9,2,2,272.3006,0.0000
011277390508,3,199411,-1,-1,2,11,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,250.1218,0.0000
011277390508,4,199411,-1,-1,1,3,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,272.0080,0.0000
102017539870,1,199411,39,1,1,71,0,1,-1,94,21474836.47,1,1,-9,1,6,1,215.8203,0.0000
102017539870,2,199411,40,1,2,70,0,1,-1,94,21474836.47,1,1,-9,1,6,2,223.4087,0.0000
827359107001,1,199411,42,1,1,62,0,1,-1,94,21474836.47,1,1,-9,1,6,2,216.3168,0.0000
827359107001,2,199411,39,1,2,62,0,1,-1,94,21474836.47,1,1,-9,2,6,1,238.8281,0.0000
015702971380,1,199411,39,1,1,39,0,1,-1,94,21474836.47,1,1,-9,4,6,2,256.9534,0.0000
015702971380,2,199411,40,1,2,38,0,1,-1,94,21474836.47,1,1,-9,1,6,1,265.8900,0.0000
015702971380,3,199411,-1,-1,2,10,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,250.1218,0.0000
015702971380,4,199411,-1,-1,2,9,0,1,-1,94,21474836.47,3,-1,-1,-1,-1,-1,252.8369,0.0000
015712971380,1,199411,39,4,1,39,0,3,-1,94,21474836.47,1,2,2,-9,6,1,214.8152,0.0000
793700118215,1,199411,33,4,1,53,0,1,-1,94,21474836.47,1,2,2,-9,5,1,242.0805,0.0000
