HRHHID,OCCURNUM,YYYYMM,PEEDUCA,PEMARITL,PESEX,PRTAGE,PRTFAGE,PERACE,GTCMSA,GESTCEN,PTERNWA,PRVEL,PES3,PES4,PES5,PES6,PES7,PWSSWGT,PWORWGT
950190780466,1,199411,31,4,2,83,0,2,-1,63,21474836.47,1,2,2,-9,6,1,2306.9806,0.0000
950190780466,2,199411,39,6,2,25,0,2,-1,63,21474836.47,1,2,1,-9,6,1,3168.9199,0.0000
950190780466,3,199411,-1,-1,1,8,0,2,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2960.7610,0.0000
589076490061,1,199411,37,1,1,48,0,2,-1,63,21474836.47,1,2,1,-9,6,1,2886.1948,0.0000
589076490061,2,199411,39,1,2,45,0,2,-1,63,21474836.47,1,2,2,-9,6,2,2294.0545,0.0000
589076490061,3,199411,37,6,2,20,0,2,-1,63,21474836.47,1,2,1,-9,6,2,3977.5841,0.0000
589076490061,4,199411,35,6,1,18,0,2,-1,63,21474836.47,1,2,2,-9,6,2,3301.9529,0.0000
589076490061,5,199411,-1,-1,1,2,0,2,-1,63,21474836.47,3,-1,-1,-1,-1,-1,4102.1288,0.0000
589076490061,6,199411,-1,-1,1,0,0,2,-1,63,21474836.47,3,-1,-1,-1,-1,-1,3723.1227,0.0000
090748661509,1,199411,32,1,1,55,0,2,-1,63,21474836.47,1,2,2,-9,6,2,2635.4979,0.0000
090748661509,2,199411,33,1,2,65,0,2,-1,63,21474836.47,1,2,2,-9,2,1,2306.9806,0.0000
090748661509,3,199411,31,6,2,31,0,2,-1,63,21474836.47,1,2,2,-9,6,2,3229.7141,0.0000
090748661509,4,199411,33,3,2,78,0,2,-1,63,21474836.47,1,2,-2,-9,2,2,2306.9806,0.0000
090748661509,5,199411,33,3,2,90,1,2,-1,63,21474836.47,1,2,-2,-9,2,2,2306.9806,0.0000
017094566980,1,199411,39,4,2,74,0,2,-1,63,21474836.47,1,1,-9,2,4,1,2306.9806,0.0000
017094566980,2,199411,31,6,2,30,0,2,-1,63,21474836.47,1,2,-2,-9,2,1,3229.7141,0.0000
162853590098,1,199411,-1,-1,2,5,0,2,-1,63,21474836.47,3,-1,-1,-1,-1,-1,1833.8001,7335.2004
162853590098,2,199411,-1,-1,1,3,0,2,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2478.7018,9914.8072
162853590098,3,199411,39,4,2,31,0,2,-1,63,108.00,1,2,1,-9,4,1,2331.4991,9144.4384
162853590098,4,199411,-1,-1,1,12,0,2,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2293.5496,9174.1984
349601190069,1,199411,39,1,1,53,0,1,-1,63,923.07,1,1,-9,4,6,2,2693.2672,10853.7723
349601190069,2,199411,36,1,2,54,0,1,-1,63,21474836.47,1,1,-9,4,6,1,2894.2370,12508.1527
349601190069,3,199411,39,6,1,23,0,1,-1,63,320.00,1,2,1,-9,6,2,3555.7193,14353.9783
349601190069,4,199411,39,6,2,19,0,1,-1,63,127.20,1,2,1,-9,6,2,3065.4616,13224.4456
096014169309,1,199411,39,1,1,32,0,1,-1,63,961.00,2,-9,-9,-9,-9,-9,3026.8953,12304.0467
096014169309,2,199411,39,1,2,29,0,1,-1,63,2.00,2,-9,-9,-9,-9,-9,3100.1276,12249.9692
096014169309,3,199411,-1,-1,2,9,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2894.0151,11576.0604
930996040216,1,199411,40,4,1,43,0,1,-1,63,21474836.47,1,2,2,-9,2,2,2099.1743,0.0000
930996040216,2,199411,40,4,2,42,0,1,-1,63,21474836.47,1,2,2,-9,2,1,2032.8944,0.0000
005949991630,1,199411,39,1,1,62,0,1,-1,63,461.00,1,1,-9,1,6,2,2616.8891,10534.3939
005949991630,2,199411,39,1,2,59,0,1,-1,63,21474836.47,1,1,-9,1,6,1,3121.2019,12484.2346
005949991630,3,199411,34,3,2,90,1,1,-1,63,21474836.47,1,2,2,-9,6,2,2946.7180,11829.2331
930996040519,1,199411,40,1,1,81,0,1,-1,63,21474836.47,1,1,-9,2,5,1,2722.5119,10865.0561
930996040519,2,199411,40,1,2,78,0,1,-1,63,21474836.47,1,1,-9,2,6,2,2946.7180,11829.2331
349601590099,1,199411,43,1,1,69,0,1,-1,63,0.00,1,1,-9,1,6,1,2687.3378,11053.9735
349601590099,2,199411,39,1,2,53,0,1,-1,63,21474836.47,1,1,-9,1,6,2,2919.7613,11686.3893
349601590099,3,199411,40,6,1,28,0,1,-1,63,942.00,1,1,-9,4,6,2,2931.0429,11914.4156
349601590099,4,199411,42,6,1,22,0,1,-1,63,135.00,1,1,-9,3,6,2,3654.4932,14752.7157
069990403961,1,199411,38,1,1,31,0,1,-1,63,21474836.47,1,2,2,-9,2,2,2915.4295,0.0000
069990403961,2,199411,36,1,2,29,0,1,-1,63,21474836.47,1,2,2,-9,2,1,2815.6867,0.0000
069990403961,3,199411,-1,-1,2,10,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2593.0239,0.0000
069990403961,4,199411,-1,-1,2,6,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2024.6155,0.0000
069990403961,5,199411,-1,-1,2,13,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2343.0125,0.0000
609910936904,1,199411,35,1,1,29,0,1,-1,63,21474836.47,1,2,2,-9,6,2,3200.8170,0.0000
609910936904,2,199411,39,1,2,28,0,1,-1,63,21474836.47,1,2,1,-9,6,1,2815.6867,0.0000
609910936904,3,199411,-1,-1,2,4,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,3091.1216,0.0000
609910936904,4,199411,-1,-1,1,1,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2216.4386,0.0000
006949991630,1,199411,40,1,2,33,0,1,-1,63,21474836.47,1,2,1,-9,6,1,2709.7829,0.0000
006949991630,2,199411,44,1,1,39,0,1,-1,63,21474836.47,1,1,-9,3,6,2,2980.5210,0.0000
006949991630,3,199411,-1,-1,2,12,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2343.0125,0.0000
349601890069,1,199411,45,1,1,39,0,1,-1,63,21474836.47,1,1,-9,1,4,2,2313.4326,0.0000
349601890069,2,199411,40,1,2,37,0,1,-1,63,21474836.47,1,1,-9,1,4,1,2286.4018,0.0000
349601890069,3,199411,36,6,1,17,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2586.6804,0.0000
349601890069,4,199411,-1,-1,1,5,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,1934.7664,0.0000
349601890069,5,199411,-1,-1,2,1,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2567.9041,0.0000
349601890069,6,199411,-1,-1,2,0,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2423.5991,0.0000
096084169309,1,199411,34,1,1,49,0,1,-1,63,21474836.47,1,2,2,-9,6,2,2599.6781,0.0000
096084169309,2,199411,40,1,2,38,0,1,-1,63,21474836.47,1,1,-9,2,6,1,2286.4018,0.0000
096084169309,3,199411,-1,-1,1,14,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2432.4597,0.0000
690098316940,1,199411,39,1,1,46,0,1,-1,63,21474836.47,1,1,-9,3,6,1,2599.6781,0.0000
690098316940,2,199411,39,1,2,46,0,1,-1,63,21474836.47,1,1,-9,2,6,1,2429.8809,0.0000
690098316940,3,199411,35,6,2,15,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2917.3478,0.0000
690098316940,4,199411,39,6,1,19,0,1,-1,63,21474836.47,1,2,1,-9,6,2,3057.9225,0.0000
216950002515,1,199411,39,1,1,27,0,1,-1,63,280.00,1,2,2,-9,4,1,3080.6340,12522.4895
216950002515,2,199411,40,1,2,26,0,1,-1,63,248.00,1,2,2,-9,4,2,3297.0872,13028.2433
109550521620,1,199411,38,1,1,35,0,1,-1,63,21474836.47,1,2,2,-9,4,2,3038.1479,11548.3728
109550521620,2,199411,39,1,2,41,0,1,-1,63,0.00,1,2,1,-9,4,1,2834.1171,11353.5570
109550521620,3,199411,39,4,2,19,0,1,-1,63,170.00,1,2,-2,-9,2,2,2924.7559,12617.4392
109550521620,4,199411,-1,-1,1,3,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2730.3151,10921.2604
001605955122,1,199411,39,1,1,33,0,1,-1,63,560.00,1,1,-9,3,5,2,2887.9598,11739.2868
001605955122,2,199411,40,1,2,32,0,1,-1,63,21474836.47,1,1,-9,2,5,1,2843.1238,11371.9733
001605955122,3,199411,-1,-1,2,7,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2236.5847,8946.3388
001605955122,4,199411,-1,-1,2,1,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2695.0831,10780.3324
001905955122,1,199411,34,3,2,74,0,1,-1,63,21474836.47,1,1,-9,2,5,1,2849.0685,11437.2313
520591200159,1,199411,32,2,2,77,0,2,-1,63,21474836.47,1,2,2,-9,6,1,2088.3832,8354.9160
051210595209,1,199411,36,3,2,66,0,2,-1,63,21474836.47,1,2,1,-9,5,1,2088.3832,8354.9160
051210595209,2,199411,39,6,2,37,0,2,-1,63,21474836.47,1,2,1,-9,5,2,2747.3359,10818.6831
065205019252,1,199411,40,1,1,24,0,2,-1,63,21474836.47,1,-2,1,-9,5,2,3164.4513,0.0000
065205019252,2,199411,40,1,2,23,0,2,-1,63,21474836.47,1,2,2,-9,4,1,2178.1334,0.0000
065205019252,3,199411,-1,-1,2,1,0,2,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2573.4314,0.0000
065205019252,4,199411,-1,-1,2,1,0,2,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2573.4314,0.0000
226950002515,1,199411,41,1,1,53,0,1,-1,63,21474836.47,1,2,2,-9,6,1,1868.7415,0.0000
226950002515,2,199411,37,1,2,46,0,1,-1,63,21474836.47,1,2,2,-9,6,2,1894.2703,0.0000
226950002515,3,199411,34,6,1,15,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2812.4600,0.0000
226950002515,4,199411,-1,-1,1,12,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2375.6938,0.0000
002605955122,1,199411,44,1,1,43,0,2,-1,63,21474836.47,1,2,1,-9,5,2,2864.0266,0.0000
002605955122,2,199411,43,1,2,41,0,2,-1,63,21474836.47,1,2,1,-9,5,1,2378.5474,0.0000
002605955122,3,199411,36,6,2,16,0,2,-1,63,21474836.47,3,-1,-1,-1,-1,-1,1507.1681,0.0000
002605955122,4,199411,-1,-1,1,11,0,2,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2988.9762,0.0000
209550521920,1,199411,41,4,2,23,0,2,-1,63,21474836.47,1,2,1,-9,4,1,2237.5770,0.0000
209550521920,2,199411,-1,-1,1,3,0,2,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2508.5580,0.0000
002905955122,1,199411,36,4,2,25,0,1,-1,63,21474836.47,1,2,2,-9,2,1,1859.1880,0.0000
002905955122,2,199411,-1,-1,1,0,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2340.6602,0.0000
520591200259,1,199411,39,4,2,33,0,2,-1,63,21474836.47,1,2,1,-9,1,1,2067.1758,0.0000
520591200259,2,199411,-1,-1,2,14,0,2,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2170.2076,0.0000
520591200259,3,199411,-1,-1,1,8,0,2,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2179.7280,0.0000
205125290095,1,199411,37,4,2,55,0,2,-1,63,21474836.47,1,2,1,-9,3,1,1786.5603,0.0000
239950002515,1,199411,39,1,1,54,0,1,-1,63,21474836.47,1,1,-9,2,6,1,2326.8472,0.0000
239950002515,2,199411,39,1,2,53,0,1,-1,63,21474836.47,1,1,-9,3,6,2,2254.2524,0.0000
239950002515,3,199411,39,4,1,30,0,1,-1,63,21474836.47,1,2,1,-9,5,2,2400.9780,0.0000
309550521920,1,199411,39,1,1,74,0,1,-1,63,21474836.47,1,1,-9,1,6,2,2312.2539,0.0000
309550521920,2,199411,39,1,2,69,0,1,-1,63,21474836.47,1,1,-9,1,6,1,2198.8525,0.0000
520591200359,1,199411,34,3,2,79,0,1,-1,63,21474836.47,1,2,-2,-9,5,1,2085.2886,0.0000
095405019252,1,199411,40,1,1,31,0,1,-1,63,21474836.47,1,2,2,-9,6,2,2616.6219,0.0000
095405019252,2,199411,41,1,2,36,0,1,-1,63,21474836.47,1,2,1,-9,6,1,2264.9880,0.0000
095405019252,3,199411,34,6,1,15,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2278.0734,0.0000
095405019252,4,199411,-1,-1,2,13,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2183.2947,0.0000
095405019252,5,199411,-1,-1,1,5,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2454.3174,0.0000
249950002515,1,199411,39,4,2,53,0,1,-1,63,21474836.47,1,2,2,-9,1,1,2263.1861,0.0000
409550521920,1,199411,43,5,1,44,0,1,-1,63,21474836.47,1,2,2,-9,5,2,2439.8418,0.0000
409550521920,2,199411,39,4,2,45,0,1,-1,63,21474836.47,1,2,2,-9,5,1,2172.6626,0.0000
004905955122,1,199411,37,1,1,64,0,1,-1,63,21474836.47,1,2,1,-9,5,1,2312.2704,0.0000
004905955122,2,199411,37,1,2,62,0,1,-1,63,21474836.47,1,2,1,-9,5,1,2140.7027,0.0000
004905955122,3,199411,40,4,1,43,0,1,-1,63,21474836.47,1,2,2,-9,5,2,2439.8418,0.0000
004905955122,4,199411,36,6,2,16,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,1583.9935,0.0000
004905955122,5,199411,-1,-1,2,13,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2183.2947,0.0000
004905955122,6,199411,33,3,2,83,0,1,-1,63,21474836.47,1,2,1,-9,4,2,2390.4330,0.0000
520591200656,1,199411,41,4,1,49,0,1,-1,63,21474836.47,1,2,1,-9,5,1,2865.8277,0.0000
051260565209,1,199411,37,1,1,68,0,1,-1,63,21474836.47,1,1,-9,1,6,1,3046.0961,0.0000
051260565209,2,199411,37,1,2,67,0,1,-1,63,21474836.47,1,1,-9,1,5,2,2684.3665,0.0000
152056256900,1,199411,39,1,1,67,0,1,-1,63,21474836.47,1,2,1,-9,5,2,2646.9024,0.0000
152056256900,2,199411,34,1,2,64,0,1,-1,63,21474836.47,1,2,1,-9,5,1,2446.5408,0.0000
512002665590,1,199411,40,1,1,39,0,1,-1,63,21474836.47,1,2,2,-9,3,2,2843.7141,0.0000
512002665590,2,199411,39,1,2,38,0,1,-1,63,21474836.47,1,2,2,-9,3,1,2808.7575,0.0000
512002665590,3,199411,-1,-1,1,14,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2324.1351,0.0000
512002665590,4,199411,-1,-1,2,12,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2235.4674,0.0000
520591200756,1,199411,40,1,1,33,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,0.0000,0.0000
520591200756,2,199411,39,1,2,31,0,1,-1,63,21474836.47,1,2,1,-9,4,1,3643.4263,0.0000
520591200756,3,199411,-1,-1,1,13,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2538.1442,0.0000
520591200756,4,199411,-1,-1,2,0,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2481.3398,0.0000
205125790065,1,199411,44,2,2,43,0,2,-1,63,21474836.47,1,1,-9,3,4,1,2785.7885,0.0000
051270565209,1,199411,41,4,2,33,0,1,-1,63,21474836.47,1,2,2,-9,4,1,3643.4263,0.0000
809550521620,1,199411,39,4,2,48,0,1,-1,63,21474836.47,1,2,2,-9,5,2,2318.3486,0.0000
809550521620,2,199411,39,6,1,24,0,1,-1,63,21474836.47,1,2,2,-9,5,1,2403.0292,0.0000
008605955122,1,199411,39,3,2,71,0,1,-1,63,21474836.47,3,-1,-1,-1,6,1,2475.5746,0.0000
520591200856,1,199411,36,1,1,54,0,1,-1,63,21474836.47,1,1,-9,3,5,1,2483.1064,0.0000
520591200856,2,199411,36,1,2,42,0,1,-1,63,21474836.47,1,1,-9,3,5,2,2353.9285,0.0000
205125890065,1,199411,39,1,1,67,0,1,-1,63,21474836.47,1,2,1,-9,5,1,2237.0457,0.0000
205125890065,2,199411,39,1,2,64,0,1,-1,63,21474836.47,1,1,-9,2,5,1,2418.7585,0.0000
051280565209,1,199411,40,1,1,31,0,1,-1,63,21474836.47,1,1,-9,3,5,2,2362.8483,0.0000
051280565209,2,199411,43,1,2,30,0,1,-1,63,21474836.47,1,1,-9,3,5,1,2141.8529,0.0000
051280565209,3,199411,-1,-1,2,4,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2553.5726,0.0000
051280565209,4,199411,-1,-1,1,8,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2352.5618,0.0000
060092230166,1,199411,39,1,1,24,0,1,-1,63,255.50,1,2,1,-9,5,1,3515.5129,14191.6702
060092230166,2,199411,39,1,2,24,0,1,-1,63,102.00,1,2,2,-9,5,1,2914.0537,11400.1788
060092230166,3,199411,-1,-1,1,8,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2467.3114,9869.2456
060092230166,4,199411,-1,-1,2,2,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2290.0156,9160.0624
060092230166,5,199411,-1,-1,2,0,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,3007.0672,12028.2688
630226190060,1,199411,36,1,1,54,0,1,-1,63,488.00,1,2,2,-9,6,2,2662.8130,10731.0430
630226190060,2,199411,39,1,2,49,0,1,-1,63,159.23,1,1,-9,1,6,1,2710.4936,10621.9427
630226190060,3,199411,41,6,2,28,0,1,-1,63,425.00,1,2,2,-9,6,2,3065.0728,12111.4523
630226190060,4,199411,39,6,2,20,0,1,-1,63,200.00,1,1,-9,3,6,2,2914.0537,11400.1788
630226190060,5,199411,39,6,1,19,0,1,-1,63,414.00,1,2,1,-9,6,2,3889.7583,15196.2296
209060062623,1,199411,40,1,1,48,0,1,-1,63,21474836.47,1,1,-9,3,6,2,1956.4769,0.0000
209060062623,2,199411,40,1,2,47,0,1,-1,63,21474836.47,1,1,-9,3,6,1,1962.9509,0.0000
209060062623,3,199411,40,6,2,21,0,1,-1,63,21474836.47,1,1,-9,2,6,2,2327.6485,0.0000
002630906262,1,199411,40,1,2,31,0,1,-1,63,21474836.47,1,2,1,-9,6,2,1960.1600,0.0000
002630906262,2,199411,36,1,1,28,0,1,-1,63,21474836.47,1,2,1,-9,6,1,2160.6366,0.0000
060092230266,1,199411,37,1,1,46,0,1,-1,63,21474836.47,1,1,-9,5,6,1,1956.4769,0.0000
060092230266,2,199411,39,1,2,43,0,1,-1,63,21474836.47,1,1,-9,3,6,1,2009.9074,0.0000
060092230266,3,199411,-1,-1,2,14,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2586.5576,0.0000
630226290060,1,199411,39,6,2,39,0,1,-1,63,21474836.47,1,2,1,-9,5,1,1888.0921,0.0000
002223660609,1,199411,39,1,2,45,0,1,-1,63,21474836.47,1,2,2,-9,5,1,1962.9509,0.0000
002223660609,2,199411,37,1,1,43,0,1,-1,63,21474836.47,1,2,2,-9,5,2,2075.4378,0.0000
002223660609,3,199411,-1,-1,1,12,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2461.8294,0.0000
089990204064,1,199411,35,1,1,52,0,1,-1,63,21474836.47,1,2,1,-9,6,2,5086.5608,0.0000
089990204064,2,199411,39,1,2,51,0,1,-1,63,21474836.47,1,1,-9,3,6,1,4991.9690,0.0000
089990204064,3,199411,34,3,2,80,0,1,-1,63,21474836.47,1,1,-9,3,5,2,4229.6464,0.0000
060101619490,1,199411,44,1,1,50,0,1,-1,63,461.53,1,1,-9,2,2,1,2569.6453,10355.5804
060101619490,2,199411,43,1,2,50,0,1,-1,63,21474836.47,1,1,-9,2,2,2,2761.3906,11045.0555
060101619490,3,199411,40,6,2,22,0,1,-1,63,100.00,1,1,-9,2,2,2,2812.0955,11001.3043
116900100964,1,199411,39,3,1,78,0,1,-1,63,21474836.47,1,2,1,-9,6,2,2767.0876,11042.9497
116900100964,2,199411,37,1,1,37,0,1,-1,63,220.61,1,2,1,-9,2,2,3038.1479,12230.2855
116900100964,3,199411,40,1,2,33,0,1,-1,63,196.00,1,2,1,-9,2,1,2843.1238,11234.4341
116900100964,4,199411,-1,-1,1,7,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2260.6128,9042.4512
116900100964,5,199411,-1,-1,2,3,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2303.9905,9215.9620
109940006611,1,199411,41,4,2,36,0,2,-1,63,280.00,1,2,1,-9,6,1,2674.3500,10729.9987
109940006611,2,199411,-1,-1,2,14,0,2,-1,63,21474836.47,3,-1,-1,-1,-1,-1,1601.4326,6405.7304
109940006611,3,199411,-1,-1,2,12,0,2,-1,63,21474836.47,3,-1,-1,-1,-1,-1,3464.7733,13859.0932
109940006611,4,199411,-1,-1,2,11,0,2,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2071.1225,8284.4900
053078690709,1,199411,34,4,2,69,0,1,-1,63,21474836.47,1,2,2,-9,5,1,1995.9948,0.0000
300057769980,1,199411,39,1,1,27,0,1,-1,63,21474836.47,1,2,2,-9,4,2,2285.8006,0.0000
300057769980,2,199411,34,1,2,28,0,1,-1,63,21474836.47,1,2,2,-9,4,1,2088.2408,0.0000
300057769980,3,199411,-1,-1,2,7,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2286.0737,0.0000
300057769980,4,199411,-1,-1,2,4,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,1495.8845,0.0000
300057769980,5,199411,-1,-1,1,2,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,1695.6754,0.0000
908679307005,1,199411,39,4,2,68,0,1,-1,63,21474836.47,1,2,2,-9,2,1,1995.9948,0.0000
908679307005,2,199411,39,4,1,40,0,1,-1,63,21474836.47,1,2,1,-9,2,2,2305.3037,0.0000
037800975690,1,199411,38,4,2,46,0,2,-1,63,21474836.47,1,2,1,-9,6,2,2037.5215,0.0000
037800975690,2,199411,38,6,2,27,0,2,-1,63,21474836.47,1,2,1,-9,6,1,1875.4174,0.0000
037800975690,3,199411,37,6,2,26,0,2,-1,63,21474836.47,1,2,1,-9,6,2,1875.4174,0.0000
037800975690,4,199411,-1,-1,2,4,0,2,-1,63,21474836.47,3,-1,-1,-1,-1,-1,1743.0260,0.0000
037800975690,5,199411,-1,-1,2,2,0,2,-1,63,21474836.47,3,-1,-1,-1,-1,-1,960.5134,0.0000
912309008304,1,199411,39,3,2,76,0,1,-1,63,21474836.47,1,2,1,-9,6,1,1345.8957,0.0000
293803009140,1,199411,39,1,1,34,0,2,-1,63,21474836.47,1,2,2,-9,6,2,1568.3080,0.0000
293803009140,2,199411,38,1,2,31,0,2,-1,63,21474836.47,1,2,2,-9,6,1,1650.3408,0.0000
293803009140,3,199411,-1,-1,1,14,0,2,-1,63,21474836.47,3,-1,-1,-1,-1,-1,1555.3141,0.0000
293803009140,4,199411,-1,-1,1,7,0,2,-1,63,21474836.47,3,-1,-1,-1,-1,-1,1392.8158,0.0000
189930200403,1,199411,40,6,2,26,0,2,-1,63,21474836.47,1,2,2,-9,1,1,1560.3173,0.0000
189930200403,2,199411,-1,-1,2,11,0,2,-1,63,21474836.47,3,-1,-1,-1,-1,-1,1459.2247,0.0000
400890590159,1,199411,41,3,2,53,0,2,-1,63,480.00,2,-9,-9,-9,-9,-9,3204.3118,12388.0419
094055190098,1,199411,36,3,1,43,0,2,-1,63,220.00,1,2,1,-9,6,1,2569.4679,10829.6190
040519598009,1,199411,41,3,1,57,0,2,-1,63,166.50,1,1,-9,2,6,1,3059.7921,11916.6252
040519598009,2,199411,-1,-1,1,8,0,2,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2797.4800,11189.9200
085041059990,1,199411,34,3,2,66,0,2,-1,63,21474836.47,1,1,-9,1,6,1,2160.7462,8644.4159
002994985005,1,199411,39,4,2,44,0,2,-1,63,21474836.47,1,2,2,-9,2,1,2528.1270,0.0000
002994985005,2,199411,37,6,2,17,0,2,-1,63,21474836.47,3,-1,-1,-1,-1,-1,1601.9493,0.0000
400890590259,1,199411,39,4,1,35,0,1,-1,63,21474836.47,1,1,-9,3,5,1,1920.1641,0.0000
094055290098,1,199411,41,4,1,33,0,1,-1,63,21474836.47,1,1,-9,1,5,1,1949.3334,0.0000
309450800959,1,199411,40,6,2,18,0,2,-1,63,21474836.47,1,1,-9,2,6,1,4023.3973,0.0000
309450800959,2,199411,43,4,2,42,0,2,-1,63,21474836.47,1,1,-9,2,6,2,2675.1000,0.0000
309450800959,3,199411,-1,-1,1,11,0,2,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2771.9810,0.0000
003994985005,1,199411,40,6,1,22,0,2,-1,63,21474836.47,1,2,2,-9,4,1,3769.2388,0.0000
003994985005,2,199411,37,6,2,44,0,2,-1,63,21474836.47,1,-3,-3,-9,4,2,2675.1000,0.0000
003994985005,3,199411,41,6,2,24,0,2,-1,63,21474836.47,1,-3,-3,-9,4,2,2936.8078,0.0000
003994985005,4,199411,41,6,1,26,0,2,-1,63,21474836.47,1,-3,-3,-9,4,2,3035.7194,0.0000
094055390098,1,199411,35,3,1,72,0,2,-1,63,21474836.47,1,2,1,-9,6,1,1919.0773,0.0000
959506004804,1,199411,39,4,2,23,0,1,-1,63,21474836.47,1,2,2,-9,2,1,2472.6155,0.0000
959506004804,2,199411,-1,-1,2,1,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2466.7201,0.0000
959506004804,3,199411,34,6,1,30,0,1,-1,63,21474836.47,1,2,-3,-9,4,2,2781.1733,0.0000
965408009540,1,199411,36,1,2,49,0,1,-1,63,21474836.47,1,1,-9,3,6,1,2309.2947,0.0000
965408009540,2,199411,40,1,1,50,0,1,-1,63,21474836.47,1,1,-9,3,4,2,2184.4291,0.0000
546980900405,1,199411,34,1,2,44,0,1,-1,63,21474836.47,1,2,2,-9,6,1,2433.9504,0.0000
546980900405,2,199411,34,1,1,48,0,1,-1,63,21474836.47,1,2,1,-9,6,2,2273.5999,0.0000
546980900405,3,199411,33,6,1,18,0,1,-1,63,21474836.47,1,2,2,-9,6,2,2651.8424,0.0000
409450800659,1,199411,39,1,1,43,0,1,-1,63,21474836.47,1,2,2,-9,5,1,2593.2761,0.0000
409450800659,2,199411,34,1,2,42,0,1,-1,63,21474836.47,1,2,1,-9,5,1,2433.9504,0.0000
570890950529,1,199411,37,6,2,29,0,2,-1,63,21474836.47,1,2,1,-9,5,1,2614.0540,10837.5648
570890950529,2,199411,-1,-1,2,9,0,2,-1,63,21474836.47,3,-1,-1,-1,-1,-1,1780.6050,7122.4200
570890950529,3,199411,-1,-1,1,8,0,2,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2041.5187,8166.0748
570890950529,4,199411,-1,-1,1,6,0,2,-1,63,21474836.47,3,-1,-1,-1,-1,-1,1900.8361,7603.3444
570890950529,5,199411,-1,-1,2,6,0,2,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2082.7983,8331.1932
077169291409,1,199411,40,1,1,23,0,1,-1,63,21474836.47,1,2,1,-9,4,1,2695.2028,0.0000
077169291409,2,199411,35,1,2,20,0,1,-1,63,21474836.47,1,2,2,-9,4,2,2388.8676,0.0000
077169291409,3,199411,-1,-1,1,3,0,1,-1,63,21474836.47,3,-1,-1,-1,-1,-1,2093.1401,0.0000
